Datasource,Timestamp,How many WEEKS do you think it’ll take before your daily life returns to normal?,What year were you born?,What is your gender?,What is your ethnicity?,What is the zip code (i.e. postal code) of the place you currently live in?,What is your employment status?,Is any of your loved ones at higher risk of COVID-19? (check all that apply),"In the past 48 hours, I... (check all that apply)","On a scale of 1 to 10, how reasonable do you think the public reaction is to COVID-19 now? (1 is under-reacting and 10 is overreacting)","On a scale of 1 to 10, how much do you trust the government to respond to COVID-19 effectively? (1 is strongly distrust and 10 is strongly trust)","""COVID-19 has led me to drastically change my daily routines and the way I spend my day."" How much do you agree or disagree with this statement?","How are you doing financially today, compared to a year ago?",What industry are you part of?,What is your income?
Google1,3/18/20 12:17,16,1977,Male,Asian/Asian American,95014,Employed full-time,"Yes, due to their age (60+), Yes, due to existing medical conditions (Diabetes, heart disease, lung disease), Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap",1+2,3+4,,,,
Google1,3/18/20 15:02,10,1990,Female,Asian/Asian American,94115,Employed full-time,"Yes, due to their age (60+), Yes, due to existing medical conditions (Diabetes, heart disease, lung disease), Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",1+2,3+4,,,,
Pollfish1,2020-03-16 16:56:05,24,1994,female,white,94114,,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease),Yes, due to their age (60+)","Cleaned surfaces with disinfecting wipes or sprays,,Made an effort to avoid touching my eyes, nose and mouth,Increased frequency of hand washing with soap,,Did not leave my home for non-critical needs,,Rescheduled or canceled pre-arranged travel plans,,",3+4,3+4,Agree,,other,lower_ii
Pollfish1,2020-03-16 10:19:11,20,1983,female,black,95117,,No,"Did not leave my home for non-critical needs,,,,",7+8,7+8,Agree,,homemaker,lower_i
Pollfish1,2020-03-16 15:11:35,10,2002,female,hispanic,94536,,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc),Yes, due to existing medical conditions (Diabetes, heart disease, lung disease),","Cleaned surfaces with disinfecting wipes or sprays,,Made an effort to avoid touching my eyes, nose and mouth,Increased frequency of hand washing with soap,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners),Rescheduled or canceled pre-arranged travel plans,,",3+4,3+4,Strongly agree,,construction,prefer_not_to_say
Pollfish1,2020-03-16 13:14:49,8,1950,female,white,94043,,No,"Did not leave my home for non-critical needs,,,,",5+6,5+6,Agree,,education,lower_i
Pollfish1,2020-03-16 14:39:29,3,1956,male,white,95141,,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease),Yes, due to their age (60+)","Cleaned surfaces with disinfecting wipes or sprays,,,Increased frequency of hand washing with soap,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,,",3+4,3+4,Disagree,,military,lower_ii
Pollfish1,2020-03-16 09:30:11,5,1995,female,asian,95148,,"Yes, due to their age (60+)","Cleaned surfaces with disinfecting wipes or sprays,,Made an effort to avoid touching my eyes, nose and mouth,Increased frequency of hand washing with soap,,Did not leave my home for non-critical needs,,Rescheduled or canceled pre-arranged travel plans,,",5+6,5+6,Strongly agree,,education,prefer_not_to_say
Pollfish1,2020-03-16 10:02:02,5,1996,male,asian,95129,,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc),,","Ate at a restaurant,,Increased frequency of hand washing with soap,Maintained 3 feet distance between myself and other people outside of my household,,,Rescheduled or canceled pre-arranged travel plans,,",5+6,5+6,Agree,,health_care_and_social_assistance,middle_i
Pollfish1,2020-03-16 16:18:10,24,1986,male,asian,94102,,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc),,Yes, due to their age (60+)","Cleaned surfaces with disinfecting wipes or sprays,,Made an effort to avoid touching my eyes, nose and mouth,Increased frequency of hand washing with soap,,Did not leave my home for non-critical needs,,Rescheduled or canceled pre-arranged travel plans,,",7+8,7+8,Strongly agree,,software,middle_i
Pollfish1,2020-03-16 16:41:31,10,1975,female,white,94109,,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease),Yes, due to their age (60+)","Cleaned surfaces with disinfecting wipes or sprays,,,Increased frequency of hand washing with soap,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners),,,",5+6,5+6,Agree,,education,high_ii
Pollfish1,2020-03-16 14:53:05,100,1963,male,white,94114,,"Yes, due to their age (60+)","Rescheduled or canceled pre-arranged travel plans,,",1+2,1+2,Strongly agree,,construction,lower_i
Pollfish1,2020-03-16 14:41:56,7,1982,female,asian,94536,,No,"Cleaned surfaces with disinfecting wipes or sprays,,Made an effort to avoid touching my eyes, nose and mouth,Increased frequency of hand washing with soap,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners),Rescheduled or canceled pre-arranged travel plans,,",7+8,7+8,Strongly agree,,education,lower_i
Pollfish1,2020-03-16 15:36:27,24,1966,male,white,94608,,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc),Yes, due to existing medical conditions (Diabetes, heart disease, lung disease),","Cleaned surfaces with disinfecting wipes or sprays,,,Increased frequency of hand washing with soap,,,Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners),Rescheduled or canceled pre-arranged travel plans,,",1+2,1+2,Agree,,other,lower_ii
Pollfish1,2020-03-16 16:54:29,3,1992,female,hispanic,95131,,No,"Made an effort to avoid touching my eyes, nose and mouth,Increased frequency of hand washing with soap,Maintained 3 feet distance between myself and other people outside of my household,,,,,",7+8,7+8,Disagree,,other,middle_i
Pollfish1,2020-03-16 16:59:00,94,1954,female,hispanic,94015,,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease),Yes, due to their age (60+)","Made an effort to avoid touching my eyes, nose and mouth,Increased frequency of hand washing with soap,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners),,,",1+2,1+2,Strongly agree,,other,lower_ii
Pollfish1,2020-03-16 15:16:41,6,1971,female,white,94043,,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease),Yes, due to their age (60+)","Ate at a restaurant,,,,,,,,",5+6,5+6,Disagree,,homemaker,high_iii
Pollfish1,2020-03-16 16:50:01,16,1984,male,hispanic,95126,,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease),Yes, due to their age (60+)","Made an effort to avoid touching my eyes, nose and mouth,Increased frequency of hand washing with soap,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,,",1+2,1+2,Agree,,software,middle_ii
Pollfish1,2020-03-16 13:31:18,4,1952,male,black,95141,,"Yes, due to their age (60+)","Made an effort to avoid touching my eyes, nose and mouth,Increased frequency of hand washing with soap,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,,",3+4,3+4,Agree,,other,lower_i
Pollfish1,2020-03-16 15:45:04,12,1977,male,hispanic,95117,,"Yes, due to their age (60+)","Cleaned surfaces with disinfecting wipes or sprays,,Made an effort to avoid touching my eyes, nose and mouth,Increased frequency of hand washing with soap,,Did not leave my home for non-critical needs,Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners),Rescheduled or canceled pre-arranged travel plans,,",5+6,5+6,Agree,,transportation_and_warehousing,middle_i
Pollfish1,2020-03-16 13:50:06,20,1966,female,white,95112,,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease),Yes, due to their age (60+)","Cleaned surfaces with disinfecting wipes or sprays,,Made an effort to avoid touching my eyes, nose and mouth,Increased frequency of hand washing with soap,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,,",1+2,1+2,Neutral,,homemaker,lower_i
Pollfish1,2020-03-16 15:42:07,10,1959,male,white,95112,,I don't know,"Cleaned surfaces with disinfecting wipes or sprays,Ate at a restaurant,,Increased frequency of hand washing with soap,Maintained 3 feet distance between myself and other people outside of my household,,,,,",3+4,3+4,Neutral,,other,lower_i
Pollfish1,2020-03-16 14:31:04,12,1964,female,asian,94114,,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease),Yes, due to their age (60+)","Cleaned surfaces with disinfecting wipes or sprays,,Made an effort to avoid touching my eyes, nose and mouth,Increased frequency of hand washing with soap,,,,,,",3+4,3+4,Agree,,homemaker,high_iii
Pollfish1,2020-03-16 13:08:00,8,1993,male,white,94015,,No,"Cleaned surfaces with disinfecting wipes or sprays,,Made an effort to avoid touching my eyes, nose and mouth,Increased frequency of hand washing with soap,,Did not leave my home for non-critical needs,,,,",5+6,5+6,Agree,,other,lower_ii
Pollfish1,2020-03-16 16:27:46,4,1980,male,white,94602,,No,"Cleaned surfaces with disinfecting wipes or sprays,Ate at a restaurant,Made an effort to avoid touching my eyes, nose and mouth,Increased frequency of hand washing with soap,,,Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners),,,",1+2,1+2,Agree,,transportation_and_warehousing,middle_ii
Pollfish1,2020-03-16 14:40:33,16,1960,female,multiracial,94601,,"Yes, due to their age (60+)","Cleaned surfaces with disinfecting wipes or sprays,,Made an effort to avoid touching my eyes, nose and mouth,Increased frequency of hand washing with soap,,Did not leave my home for non-critical needs,,Rescheduled or canceled pre-arranged travel plans,,",3+4,3+4,Strongly agree,,education,lower_ii
Pollfish1,2020-03-16 16:48:26,24,1961,female,white,94109,,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease),Yes, due to their age (60+)","Cleaned surfaces with disinfecting wipes or sprays,Ate at a restaurant,Made an effort to avoid touching my eyes, nose and mouth,Increased frequency of hand washing with soap,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,,",1+2,1+2,Strongly agree,,software,middle_ii
Pollfish1,2020-03-16 13:44:48,18,1998,female,hispanic,95117,,No,"Cleaned surfaces with disinfecting wipes or sprays,,Made an effort to avoid touching my eyes, nose and mouth,Increased frequency of hand washing with soap,,Did not leave my home for non-critical needs,,,,",9+10,9+10,Neutral,,other,lower_i
Pollfish1,2020-03-16 15:33:54,4,1994,female,white,95141,,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease),","Cleaned surfaces with disinfecting wipes or sprays,Ate at a restaurant,Made an effort to avoid touching my eyes, nose and mouth,Increased frequency of hand washing with soap,,,,,Attended in-person gatherings outside of my household,",7+8,7+8,Disagree,,wholesale,middle_i
Pollfish1,2020-03-16 15:28:43,26,1980,female,asian,94132,,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease),Yes, due to their age (60+)","Did not leave my home for non-critical needs,,,,",1+2,1+2,Strongly agree,,information_services_and_data,middle_i
Pollfish1,2020-03-16 11:12:33,30,1971,male,white,94124,,No,"Ate at a restaurant,Made an effort to avoid touching my eyes, nose and mouth,Increased frequency of hand washing with soap,,,,,Attended in-person gatherings outside of my household,",7+8,7+8,Disagree,,other,middle_i
Pollfish1,2020-03-16 16:54:11,7,1996,female,asian,94538,,No,"Made an effort to avoid touching my eyes, nose and mouth,Increased frequency of hand washing with soap,,Did not leave my home for non-critical needs,,,Attended in-person gatherings outside of my household,",3+4,3+4,Disagree,,software,middle_i
Pollfish1,2020-03-16 16:42:27,8,1982,male,hispanic,94603,,I don't know,"Cleaned surfaces with disinfecting wipes or sprays,,Made an effort to avoid touching my eyes, nose and mouth,Increased frequency of hand washing with soap,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners),Rescheduled or canceled pre-arranged travel plans,,",7+8,7+8,Neutral,,other,middle_i
Pollfish1,2020-03-16 16:55:13,55,2001,female,hispanic,95117,,I don't know,"Ate at a restaurant,Made an effort to avoid touching my eyes, nose and mouth,Increased frequency of hand washing with soap,,,,,Attended in-person gatherings outside of my household,",9+10,9+10,Strongly disagree,,retail,lower_i
Pollfish1,2020-03-16 11:10:26,4,1993,female,asian,94110,,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease),Yes, due to their age (60+)","Cleaned surfaces with disinfecting wipes or sprays,Ate at a restaurant,Made an effort to avoid touching my eyes, nose and mouth,Increased frequency of hand washing with soap,,,,Rescheduled or canceled pre-arranged travel plans,,",9+10,9+10,Neutral,,other,lower_ii
Pollfish1,2020-03-16 09:46:07,14,2000,female,asian,94112,,"Yes, due to their age (60+)","Cleaned surfaces with disinfecting wipes or sprays,Ate at a restaurant,,Increased frequency of hand washing with soap,,,Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners),,Attended in-person gatherings outside of my household,Attended in-person gatherings of 50 people",9+10,9+10,Strongly agree,,personal_services,lower_i
Pollfish1,2020-03-16 16:57:50,2,1985,male,white,95112,,I don't know,"Ate at a restaurant,,,,,,,,",7+8,7+8,Neutral,,construction,middle_ii
Pollfish1,2020-03-16 16:38:39,6,1984,male,hispanic,94601,,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease),Yes, due to their age (60+)","Ate at a restaurant,,Increased frequency of hand washing with soap,,Did not leave my home for non-critical needs,Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners),,,",5+6,5+6,Agree,,other,middle_ii
Pollfish1,2020-03-16 14:49:40,10,1961,female,prefer_not_to_say,94110,,"Yes, due to their age (60+)","Cleaned surfaces with disinfecting wipes or sprays,,Made an effort to avoid touching my eyes, nose and mouth,Increased frequency of hand washing with soap,,Did not leave my home for non-critical needs,,Rescheduled or canceled pre-arranged travel plans,,",7+8,7+8,Agree,,information_services_and_data,prefer_not_to_say
Pollfish1,2020-03-16 10:10:20,2,1998,male,asian,95035,,I don't know,"Did not leave my home for non-critical needs,,,Attended in-person gatherings outside of my household,",3+4,3+4,Strongly disagree,,other,lower_ii
Pollfish1,2020-03-16 09:40:31,4,1983,female,multiracial,94109,,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease),Yes, due to their age (60+)","Cleaned surfaces with disinfecting wipes or sprays,,,,Maintained 3 feet distance between myself and other people outside of my household,,,,,",5+6,5+6,Agree,,other,lower_i
Pollfish1,2020-03-16 16:11:56,4,1964,female,hispanic,95117,,No,"Did not leave my home for non-critical needs,,,,",1+2,1+2,Neutral,,health_care_and_social_assistance,lower_ii
Pollfish1,2020-03-16 13:58:59,8,1981,female,hispanic,95117,,No,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners),,,",3+4,3+4,Strongly agree,,agriculture_forestry_fishing_or_hunting,lower_i
Pollfish1,2020-03-16 14:33:26,4,1972,male,black,94109,,I don't know,"Cleaned surfaces with disinfecting wipes or sprays,Ate at a restaurant,,,,,,,,",7+8,7+8,Strongly disagree,,hotel_and_food_services,middle_ii
Pollfish1,2020-03-16 14:04:46,5,1991,male,asian,95148,,I don't know,"Ate at a restaurant,,Increased frequency of hand washing with soap,,,,,,",5+6,5+6,Agree,,finance_and_insurance,middle_ii
Pollfish1,2020-03-16 11:57:08,12,1974,male,white,94601,,No,"Increased frequency of hand washing with soap,Maintained 3 feet distance between myself and other people outside of my household,,,,,",9+10,9+10,Strongly disagree,,construction,middle_ii
Pollfish1,2020-03-16 14:48:12,5,1985,male,white,95124,,No,"Cleaned surfaces with disinfecting wipes or sprays,,Made an effort to avoid touching my eyes, nose and mouth,Increased frequency of hand washing with soap,Maintained 3 feet distance between myself and other people outside of my household,,,,,",9+10,9+10,Agree,,manufacturing_computer_and_electronics,high_i
Pollfish1,2020-03-16 15:28:01,6,1985,female,other,95117,,"Yes, due to their age (60+)","Cleaned surfaces with disinfecting wipes or sprays,Ate at a restaurant,Made an effort to avoid touching my eyes, nose and mouth,Increased frequency of hand washing with soap,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners),Rescheduled or canceled pre-arranged travel plans,,",7+8,7+8,Strongly agree,,finance_and_insurance,middle_i
Pollfish1,2020-03-16 13:20:27,5,1965,male,asian,94122,,No,"Cleaned surfaces with disinfecting wipes or sprays,,Made an effort to avoid touching my eyes, nose and mouth,Increased frequency of hand washing with soap,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,,",5+6,5+6,Neutral,,arts_entertainment_or_recreation,middle_i
Pollfish1,2020-03-16 09:45:40,8,2001,female,multiracial,94114,,No,"Cleaned surfaces with disinfecting wipes or sprays,Ate at a restaurant,Made an effort to avoid touching my eyes, nose and mouth,Increased frequency of hand washing with soap,,,Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners),,,",9+10,9+10,Strongly agree,,advertising,high_iii
Pollfish1,2020-03-16 14:27:45,3,1981,female,asian,94014,,No,"Cleaned surfaces with disinfecting wipes or sprays,,Made an effort to avoid touching my eyes, nose and mouth,Increased frequency of hand washing with soap,Maintained 3 feet distance between myself and other people outside of my household,,Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners),Rescheduled or canceled pre-arranged travel plans,,",9+10,9+10,Strongly agree,,homemaker,lower_i
Pollfish1,2020-03-16 14:46:49,4,2001,male,white,95117,,No,"Ate at a restaurant,,Increased frequency of hand washing with soap,,,,,Attended in-person gatherings outside of my household,",3+4,3+4,Strongly disagree,,construction,lower_ii
Pollfish1,2020-03-16 13:33:22,0,1986,male,white,95117,,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease),","Cleaned surfaces with disinfecting wipes or sprays,,Made an effort to avoid touching my eyes, nose and mouth,Increased frequency of hand washing with soap,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,,",5+6,5+6,Strongly agree,,construction,middle_ii
Pollfish1,2020-03-16 14:43:58,6,1993,female,white,95117,,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc),Yes, due to existing medical conditions (Diabetes, heart disease, lung disease),","Made an effort to avoid touching my eyes, nose and mouth,,,,Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners),,,",7+8,7+8,Agree,,transportation_and_warehousing,lower_i
Pollfish1,2020-03-16 09:27:55,12,1946,male,white,94123,,I don't know,"Made an effort to avoid touching my eyes, nose and mouth,Increased frequency of hand washing with soap,,Did not leave my home for non-critical needs,,,,",3+4,3+4,Disagree,,education,lower_i
Pollfish1,2020-03-16 15:21:29,25,1977,male,asian,94110,,"Yes, due to their age (60+)","Cleaned surfaces with disinfecting wipes or sprays,,Made an effort to avoid touching my eyes, nose and mouth,,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,,",1+2,1+2,Strongly agree,,software,prefer_not_to_say
Pollfish1,2020-03-16 15:35:58,8,1939,female,white,94110,,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease),Yes, due to their age (60+)","Made an effort to avoid touching my eyes, nose and mouth,Increased frequency of hand washing with soap,,Did not leave my home for non-critical needs,Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners),Rescheduled or canceled pre-arranged travel plans,,",3+4,3+4,Strongly agree,,health_care_and_social_assistance,high_i
Pollfish1,2020-03-16 15:15:31,24,1950,male,multiracial,94103,,I don't know,"Ate at a restaurant,,,Maintained 3 feet distance between myself and other people outside of my household,,,,,Attended in-person gatherings of 50 people",1+2,1+2,Neutral,,education,middle_ii
Pollfish1,2020-03-16 13:25:46,8,1966,female,asian,95123,,No,"Cleaned surfaces with disinfecting wipes or sprays,,Made an effort to avoid touching my eyes, nose and mouth,Increased frequency of hand washing with soap,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,,Attended in-person gatherings of 50 people",7+8,7+8,Disagree,,homemaker,middle_ii
Pollfish1,2020-03-16 15:27:03,3,1963,male,white,95112,,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease),Yes, due to their age (60+)","Ate at a restaurant,Made an effort to avoid touching my eyes, nose and mouth,,,,,,,Attended in-person gatherings of 50 people",9+10,9+10,Disagree,,software,lower_i
Pollfish1,2020-03-16 16:44:47,8,1945,male,white,94103,,"Yes, due to their age (60+)","Cleaned surfaces with disinfecting wipes or sprays,,,Increased frequency of hand washing with soap,,Did not leave my home for non-critical needs,,Rescheduled or canceled pre-arranged travel plans,,",1+2,1+2,Strongly agree,,other,lower_ii
Pollfish1,2020-03-16 16:43:05,26,1942,male,white,94708,,"Yes, due to their age (60+)","Made an effort to avoid touching my eyes, nose and mouth,,,Did not leave my home for non-critical needs,,,,",1+2,1+2,Agree,,other,high_ii
Pollfish1,2020-03-16 15:43:51,4,1990,female,prefer_not_to_say,94601,,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc),Yes, due to existing medical conditions (Diabetes, heart disease, lung disease),Yes, due to their age (60+)","Cleaned surfaces with disinfecting wipes or sprays,,,Increased frequency of hand washing with soap,,,,,,Attended in-person gatherings of 50 people",5+6,5+6,Strongly agree,,military,lower_ii
Pollfish1,2020-03-16 10:49:50,1,1999,male,hispanic,94015,,No,"Maintained 3 feet distance between myself and other people outside of my household,,,,,",9+10,9+10,Strongly disagree,,education,high_ii
Pollfish1,2020-03-16 09:51:53,15,1986,female,multiracial,95117,,No,"Attended in-person gatherings outside of my household,",1+2,1+2,Neutral,,homemaker,lower_ii
Pollfish1,2020-03-16 13:29:34,12,1960,female,white,94601,,No,"Increased frequency of hand washing with soap,,,,,,",9+10,9+10,Strongly disagree,,other,lower_i
Pollfish1,2020-03-16 16:06:19,12,1987,female,white,94402,,No,"Cleaned surfaces with disinfecting wipes or sprays,,,Increased frequency of hand washing with soap,,,,,,",9+10,9+10,Strongly agree,,other,lower_ii
Pollfish1,2020-03-16 16:44:58,10,1960,male,asian,94502,,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease),Yes, due to their age (60+)","Cleaned surfaces with disinfecting wipes or sprays,,Made an effort to avoid touching my eyes, nose and mouth,Increased frequency of hand washing with soap,,Did not leave my home for non-critical needs,,,,",5+6,5+6,Neutral,,government_and_public_administration,prefer_not_to_say
Pollfish1,2020-03-16 11:49:52,2,1983,male,hispanic,94025,,No,"Cleaned surfaces with disinfecting wipes or sprays,Ate at a restaurant,Made an effort to avoid touching my eyes, nose and mouth,Increased frequency of hand washing with soap,,,,,,",9+10,9+10,Strongly agree,,retail,lower_ii
Pollfish1,2020-03-16 16:12:18,12,1986,female,multiracial,95111,,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease),Yes, due to their age (60+)","Cleaned surfaces with disinfecting wipes or sprays,Ate at a restaurant,Made an effort to avoid touching my eyes, nose and mouth,Increased frequency of hand washing with soap,,,,,,",7+8,7+8,Neutral,,homemaker,high_ii
Pollfish1,2020-03-16 16:32:55,3,1985,male,prefer_not_to_say,95132,,No,Attended in-person gatherings of 50 people,7+8,7+8,Agree,,other,prefer_not_to_say
Pollfish1,2020-03-16 14:50:58,8,1984,male,arab,94114,,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease),Yes, due to their age (60+)","Ate at a restaurant,,,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,,",7+8,7+8,Agree,,military,prefer_not_to_say
Pollfish1,2020-03-16 16:49:46,16,1999,male,asian,95123,,"Yes, due to their age (60+)","Cleaned surfaces with disinfecting wipes or sprays,Ate at a restaurant,Made an effort to avoid touching my eyes, nose and mouth,Increased frequency of hand washing with soap,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners),Rescheduled or canceled pre-arranged travel plans,,",1+2,1+2,Agree,,other,middle_ii
Pollfish1,2020-03-16 15:25:41,12,1997,female,other,94122,,I don't know,"Increased frequency of hand washing with soap,,Did not leave my home for non-critical needs,Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners),,,",3+4,3+4,Agree,,education,lower_i
Pollfish1,2020-03-16 14:32:53,52,1989,male,asian,95112,,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc),Yes, due to existing medical conditions (Diabetes, heart disease, lung disease),Yes, due to their age (60+)","Made an effort to avoid touching my eyes, nose and mouth,Increased frequency of hand washing with soap,Maintained 3 feet distance between myself and other people outside of my household,,,Rescheduled or canceled pre-arranged travel plans,,",1+2,1+2,Strongly agree,,finance_and_insurance,high_i
Pollfish1,2020-03-16 13:49:20,20,1955,female,multiracial,94086,,I don't know,"Cleaned surfaces with disinfecting wipes or sprays,,,Increased frequency of hand washing with soap,,,,,,",7+8,7+8,Strongly agree,,transportation_and_warehousing,middle_ii
Pollfish1,2020-03-16 14:10:48,30,1987,male,asian,95132,,No,"Increased frequency of hand washing with soap,,Did not leave my home for non-critical needs,,,,",1+2,1+2,Strongly agree,,information_services_and_data,middle_ii
Pollfish1,2020-03-16 13:23:57,8,1965,male,hispanic,95126,,No,"Cleaned surfaces with disinfecting wipes or sprays,,,Increased frequency of hand washing with soap,Maintained 3 feet distance between myself and other people outside of my household,,Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners),Rescheduled or canceled pre-arranged travel plans,,",5+6,5+6,Agree,,construction,high_iii
Pollfish1,2020-03-16 10:29:45,25,1987,male,asian,94114,,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc),,","Did not leave my home for non-critical needs,,,Attended in-person gatherings outside of my household,",9+10,9+10,Agree,,wholesale,prefer_not_to_say
Pollfish1,2020-03-16 15:40:58,8,1983,female,asian,95127,,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc),,Yes, due to their age (60+)","Cleaned surfaces with disinfecting wipes or sprays,,Made an effort to avoid touching my eyes, nose and mouth,Increased frequency of hand washing with soap,,Did not leave my home for non-critical needs,,Rescheduled or canceled pre-arranged travel plans,,",3+4,3+4,Agree,,scientific_or_technical_services,prefer_not_to_say
Pollfish1,2020-03-16 13:50:27,4,1992,female,asian,94086,,No,"Cleaned surfaces with disinfecting wipes or sprays,,Made an effort to avoid touching my eyes, nose and mouth,Increased frequency of hand washing with soap,,,Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners),,,",7+8,7+8,Strongly agree,,other,lower_i
Pollfish1,2020-03-16 14:33:45,30,1988,male,white,94601,,"Yes, due to their age (60+)","Ate at a restaurant,,,,,,,,",1+2,1+2,Disagree,,construction,lower_ii
