Source,TimeFinished," On a scale of 1 to 10, how reasonable do you think the public reaction is to COVID-19 now? (1 is under-reacting and 10 is overreacting)","On a scale of 1 to 10, how much do you trust the government to respond to COVID-19 effectively? (1 is strongly distrust and 10 is strongly trust)"," ""COVID-19 has led me to drastically change my daily routines and the way I spend my day."" How much do you agree or disagree with this statement?", How many WEEKS do you think it'll take before your daily life returns to normal (like before COVID-19)? ," How are you doing financially today, compared to a year ago?"," Over the past week, have you been continually worried or anxious about a number of events or activities in your daily life?","In the past 3 days, did you work from home (WFH)?"," In the past 48 hours, I... (check all that apply)",,,,,,,,,,, Is any of your loved ones at higher risk of COVID-19? (check all that apply),,,,,What is your gender?,What is your annual household income?,What year were you born?,What is the zip code (i.e. postcal code) of the place you currently live in?,What country do you currently live in?,What is your employment status?,What is your ethnicity?,What industry are you part of?
Pollfish2,2020-03-20 12:12:41,4,2,Neutral,16,About the same,No,"No, I'm not employed or in school",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",,Increased frequency of hand washing with soap,,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)",,"Yes, due to their age (60+)",Male,lower_i,1946,94133,USA,retired,white,education
Pollfish2,2020-03-20 15:54:46,8,5,Strongly agree,4,About the same,Yes,"No, I'm not employed or in school",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,"Made an effort to avoid touching my eyes, nose and mouth",,Did not leave my home for non-critical needs,,,,,,"Yes, due to their age (60+)",Female,high_ii,1948,95124,USA,retired,white,other
Pollfish2,2020-03-20 16:05:05,3,5,Strongly agree,15,Somewhat worse,Yes,"Yes, my employer/school made WFH mandatory",,,,,Rescheduled or canceled pre-arranged travel plans,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,,Maintained 3 feet distance between myself and other people outside of my household,,,,,,,"Yes, due to their age (60+)",Male,prefer_not_to_say,1977,94110,USA,employed_for_wages,asian,software
Pollfish2,2020-03-20 15:38:38,7,8,Strongly agree,24,Somewhat worse,No,"Yes, my employer/school made WFH mandatory",,,,,,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,,,,"Yes, due to their age (60+)",Female,high_i,1960,95127,USA,employed_for_wages,asian,finance_and_insurance
Pollfish2,2020-03-20 16:26:47,3,6,Strongly agree,4,Somewhat worse,Yes,"Yes, my employer/school gave an option to WFH",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",Rescheduled or canceled pre-arranged travel plans,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,,,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Yes, due to their age (60+)",Female,high_ii,1981,94601,USA,employed_for_wages,white,legal_services
Pollfish2,2020-03-20 15:48:28,7,1,Strongly agree,12,About the same,Yes,"Yes, for other reasons",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",,,,,,Did not leave my home for non-critical needs,,,I don't know,,,,Male,middle_ii,1950,94158,USA,employed_for_wages,multiracial,education
Pollfish2,2020-03-20 14:27:02,7,6,Disagree,8,About the same,No,"No, I'm not employed or in school",,,,,,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,,,,,,,"Yes, due to their age (60+)",Female,middle_ii,1966,95123,USA,homemaker,asian,homemaker
Pollfish2,2020-03-20 17:10:51,7,2,Strongly agree,8,About the same,Yes,"No, for other reasons",,,,,,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,,,Did not leave my home for non-critical needs,,No,,,,,Male,lower_ii,1945,94103,USA,retired,white,other
Pollfish2,2020-03-20 14:58:26,5,5,Agree,12,Somewhat better,Yes,"No, I'm not employed or in school",,,,,Rescheduled or canceled pre-arranged travel plans,,,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,,,,"Yes, due to their age (60+)",Male,high_ii,1942,94708,USA,retired,white,other
Pollfish2,2020-03-20 15:05:40,6,7,Strongly agree,4,Significantly worse,Yes,"No, for other reasons",,,,,,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,"Made an effort to avoid touching my eyes, nose and mouth",,Did not leave my home for non-critical needs,,,,,,"Yes, due to their age (60+)",Male,middle_ii,1974,95126,USA,self_employed,asian,other
Pollfish2,2020-03-20 17:11:25,5,5,Neutral,30,About the same,Yes,"Yes, for other reasons",,,,,,,,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,,,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)",,Female,middle_i,1985,95141,USA,employed_for_wages,hispanic,health_care_and_social_assistance
Pollfish2,2020-03-20 16:32:08,5,5,Agree,10,Somewhat worse,Yes,"No, I'm not employed or in school",,,,,,,,"Made an effort to avoid touching my eyes, nose and mouth",,Did not leave my home for non-critical needs,,,,,,"Yes, due to their age (60+)",Male,prefer_not_to_say,1960,94502,USA,retired,asian,government_and_public_administration
Pollfish2,2020-03-20 15:10:26,10,1,Agree,4,Somewhat worse,Yes,"No, my employer/school didn't provide an option to WFH",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,"Made an effort to avoid touching my eyes, nose and mouth",,Did not leave my home for non-critical needs,,,,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Yes, due to their age (60+)",Male,lower_ii,1983,94025,USA,employed_for_wages,hispanic,retail
Pollfish2,2020-03-20 16:09:36,3,1,Strongly agree,8,Somewhat better,Yes,"No, my employer/school didn't provide an option to WFH",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,,,Did not leave my home for non-critical needs,,No,,,,,Female,lower_i,1974,95121,USA,employed_for_wages,asian,education
Pollfish2,2020-03-20 16:13:08,8,5,Disagree,12,Somewhat worse,No,"No, I'm not employed or in school",,,,,,,Cleaned surfaces with disinfecting wipes or sprays,,Maintained 3 feet distance between myself and other people outside of my household,,,,,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)",,"Yes, due to their age (60+)",Female,lower_i,1982,94043,USA,unemployed_looking,prefer_not_to_say,other
Pollfish2,2020-03-20 17:08:32,3,6,Strongly agree,6,Significantly worse,No,"No, I'm not employed or in school",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Yes, due to their age (60+)",Female,middle_i,1955,95124,USA,retired,black,retired
Pollfish2,2020-03-20 16:18:49,4,5,Agree,6,About the same,Yes,"Yes, my employer/school made WFH mandatory",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",Rescheduled or canceled pre-arranged travel plans,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,No,,,,,Female,high_ii,1984,94539,USA,employed_for_wages,white,software
Pollfish2,2020-03-20 10:09:08,8,7,Agree,30,Somewhat better,Yes,"Yes, for other reasons",,,,,,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,"Made an effort to avoid touching my eyes, nose and mouth",,Did not leave my home for non-critical needs,,,I don't know,,,,Female,high_i,1983,95035,USA,homemaker,asian,other
Pollfish2,2020-03-20 16:03:07,7,8,Strongly agree,3,About the same,Yes,"Yes, my employer/school made WFH mandatory",,,,,,,,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,No,,,,,Male,middle_ii,1987,95132,USA,employed_for_wages,asian,information_services_and_data
Pollfish2,2020-03-20 15:34:25,6,3,Agree,12,Somewhat worse,Yes,"No, for other reasons",,,Attended in-person gatherings outside of my household,,Rescheduled or canceled pre-arranged travel plans,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,Ate at a restaurant,,,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Yes, due to their age (60+)",Male,high_iii,1965,95126,USA,self_employed,hispanic,construction
Pollfish2,2020-03-20 15:27:58,3,6,Neutral,8,Somewhat worse,Yes,"Yes, my employer/school made WFH mandatory",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)",,,Female,middle_ii,1971,94112,USA,employed_for_wages,white,real_estate_rental_or_leasing
Pollfish2,2020-03-20 14:13:17,7,5,Strongly agree,6,Significantly worse,Yes,"Yes, my employer/school made WFH mandatory",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",Rescheduled or canceled pre-arranged travel plans,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,,,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)",,Female,lower_i,1992,94086,USA,unemployed_looking,asian,other
Pollfish2,2020-03-20 13:54:52,8,5,Strongly agree,8,About the same,Yes,"No, my employer/school didn't provide an option to WFH",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,,,,,,,,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Yes, due to their age (60+)",Male,high_iii,1969,94010,USA,self_employed,white,personal_services
Pollfish2,2020-03-20 10:06:18,10,6,Strongly agree,4,Significantly worse,No,"No, my employer/school didn't provide an option to WFH",,,,,,Increased frequency of hand washing with soap,,"Made an effort to avoid touching my eyes, nose and mouth",,Did not leave my home for non-critical needs,,,I don't know,,,,Male,lower_ii,1999,94134,USA,employed_for_wages,multiracial,hotel_and_food_services
Pollfish2,2020-03-20 17:03:29,6,3,Agree,16,About the same,Yes,"No, I'm not employed or in school",,,,,,Increased frequency of hand washing with soap,,,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,,,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Yes, due to their age (60+)",Female,lower_i,1954,94301,USA,retired,white,other
Pollfish2,2020-03-20 15:00:41,10,3,Agree,18,Somewhat worse,Yes,"No, for other reasons",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",Rescheduled or canceled pre-arranged travel plans,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,,,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Yes, due to their age (60+)",Male,lower_ii,1971,94066,USA,self_employed,asian,transportation_and_warehousing
